MutationType	variable	value	adjusted_count	type	tumor	region	rloop
totalSNV	DO50818	26	3.65429061505084	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50819	1	0.140549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50820	13	1.82714530752542	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50822	17	2.38934386368709	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50825	26	3.65429061505084	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50827	13	1.82714530752542	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50829	9	1.26494675136375	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50831	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50832	18	2.52989350272751	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50834	13	1.82714530752542	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50837	3	0.421648917121251	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50839	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50840	16	2.24879422464667	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50842	37	5.20033664449543	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50844	43	6.04363447873793	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50845	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50848	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50850	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50851	25	3.51374097601043	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50855	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50857	14	1.96769494656584	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50859	19	2.67044314176792	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO23508	48	5.05884437234654	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23509	46	4.84805919016544	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23510	25	2.63481477726383	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23512	33	3.47795550598825	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23513	45	4.74266659907489	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23514	34	3.5833480970788	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23515	21	2.21324441290161	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23516	77	8.11522951397258	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23517	29	3.05638514162604	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23518	21	2.21324441290161	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23519	39	4.11031105253157	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23520	21	2.21324441290161	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23521	30	3.16177773271659	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23522	30	3.16177773271659	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23524	28	2.95099255053548	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23525	54	5.69119991888986	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23526	13	1.37010368417719	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23527	21	2.21324441290161	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23528	11	1.15931850199608	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23529	13	1.37010368417719	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23530	6	0.632355546543318	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23532	18	1.89706663962995	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23533	36	3.79413327925991	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23534	29	3.05638514162604	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23535	27	2.84559995944493	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23536	39	4.11031105253157	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23537	78	8.22062210506313	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23538	21	2.21324441290161	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23539	33	3.47795550598825	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23540	39	4.11031105253157	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23541	46	4.84805919016544	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23542	33	3.47795550598825	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23543	58	6.11277028325207	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23544	41	4.32109623471267	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23545	37	3.89952587035046	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23546	21	2.21324441290161	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23547	13	1.37010368417719	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23548	28	2.95099255053548	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23549	22	2.31863700399217	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23550	20	2.10785182181106	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23551	60	6.32355546543318	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO23552	19	2.00245923072051	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO44740	23	2.42402959508272	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO44744	31	3.26717032380714	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO44806	22	2.31863700399217	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO44808	19	2.00245923072051	norloop_tss	ICGC_Liver	tss	norloop
totalSNV	DO44828	85	8.958370242697	norloop_tss	ICGC_Liver	tss	norloop
